record_id,enumerator_id,region,age,income,education,employment_status
HH-NORTH-4525,E-1045,South West,38,5423,GCSE,unemployed
HH-NORTH-9707,E-1177,North West,63,81202,No formal qualification,employed
HH-EAST-6911,E-1165,Wales,18,2653,PhD,student
HH-WEST-5554,E-1002,West Midlands,19,109408,A-level,employed
HH-WEST-8103,E-1036,North East,74,1799,Degree,unemployed
HH-LONDON-6599,E-1093,South East,73,8698,Degree,unemployed
HH-SOUTH-6895,E-1136,Yorkshire,61,21781,Master,retired
HH-SCOTLAND-3781,E-1101,Wales,53,5606,Degree,student
HH-SOUTH-6653,E-1166,Scotland,42,39030,GCSE,retired
HH-YORKSHIRE-8837,E-1024,North East,26,2578,Master,unemployed
HH-YORKSHIRE-8669,E-1039,East Midlands,60,21511,Degree,retired
HH-YORKSHIRE-9422,E-1028,South West,56,8821,GCSE,unemployed
HH-SOUTH-9264,E-1069,Scotland,58,9777,Degree,student
HH-SOUTH-6834,E-1110,Wales,65,31822,Degree,employed
HH-NORTH-4737,E-1122,Scotland,60,18729,PhD,retired
HH-LONDON-2735,E-1198,Scotland,51,81964,PhD,employed
HH-WALES-4360,E-1164,North West,54,4134,Master,unemployed
HH-SCOTLAND-9517,E-1036,Scotland,23,2225,PhD,student
HH-SCOTLAND-7495,E-1071,East Midlands,28,10726,A-level,retired
HH-WALES-4758,E-1138,London,41,33311,Master,retired
HH-EAST-4568,E-1014,North East,74,767,Master,student
HH-NORTH-1613,E-1002,South East,82,9197,GCSE,student
HH-WALES-3788,E-1093,Yorkshire,59,83550,Degree,employed
HH-YORKSHIRE-7396,E-1189,Wales,27,6501,No formal qualification,unemployed
HH-WEST-6623,E-1052,Scotland,71,24882,GCSE,retired
HH-WEST-8251,E-1000,West Midlands,49,3793,No formal qualification,student
HH-YORKSHIRE-7370,E-1079,London,17,7358,Degree,student
HH-YORKSHIRE-2753,E-1033,East Midlands,40,32878,A-level,retired
HH-LONDON-7666,E-1165,Scotland,20,3800,A-level,unemployed
HH-EAST-6493,E-1167,Scotland,18,89494,No formal qualification,employed
HH-SCOTLAND-3553,E-1072,Yorkshire,71,3032,PhD,unemployed
HH-LONDON-3100,E-1081,South West,27,21622,Master,employed
HH-EAST-3843,E-1152,Wales,40,4349,PhD,unemployed
HH-LONDON-3809,E-1019,Scotland,36,26339,GCSE,retired
HH-LONDON-3928,E-1067,Yorkshire,33,15618,PhD,retired
HH-NORTH-6487,E-1126,West Midlands,44,2801,Master,unemployed
HH-WALES-1690,E-1195,South East,66,4734,GCSE,student
HH-SOUTH-8617,E-1041,East Midlands,62,27780,A-level,retired
HH-EAST-9620,E-1182,West Midlands,54,6961,PhD,unemployed
HH-NORTH-4866,E-1021,East Midlands,69,38069,Degree,retired
HH-EAST-8853,E-1136,Wales,66,8997,GCSE,student
HH-WEST-9179,E-1167,Scotland,65,65677,No formal qualification,employed
HH-SOUTH-5773,E-1173,London,43,34534,Degree,retired
HH-SCOTLAND-8143,E-1026,Scotland,85,64862,PhD,employed
HH-WALES-7535,E-1003,East Midlands,21,39483,A-level,retired
HH-SCOTLAND-5900,E-1171,Wales,66,89454,A-level,employed
HH-NORTH-5074,E-1136,East Midlands,57,9873,Degree,student
HH-SOUTH-1156,E-1137,South East,64,38408,Master,retired
HH-LONDON-4009,E-1071,North West,39,27146,A-level,retired
HH-SOUTH-6823,E-1026,South West,38,2754,No formal qualification,student
HH-EAST-5964,E-1130,Yorkshire,34,67855,Master,employed
HH-WEST-5755,E-1078,South East,29,7522,Master,student
HH-LONDON-8861,E-1014,North East,80,723,A-level,unemployed
HH-SCOTLAND-9207,E-1011,South West,24,4189,No formal qualification,unemployed
HH-NORTH-2387,E-1180,West Midlands,52,22737,PhD,employed
HH-YORKSHIRE-6093,E-1192,North West,74,113407,A-level,employed
HH-SOUTH-2809,E-1113,North West,44,71808,Degree,employed
HH-EAST-6365,E-1195,North West,73,4064,PhD,student
HH-NORTH-8328,E-1103,South East,30,14352,PhD,retired
HH-LONDON-1761,E-1094,East Midlands,67,6799,Master,unemployed
HH-EAST-5130,E-1074,South East,23,33,GCSE,unemployed
HH-NORTH-5601,E-1060,London,35,28440,A-level,retired
HH-WEST-9113,E-1060,East Midlands,45,15975,Master,retired
HH-YORKSHIRE-1625,E-1199,London,47,3334,Master,student
HH-SOUTH-4903,E-1047,Wales,35,5316,PhD,student
HH-EAST-3548,E-1055,North East,79,2581,A-level,unemployed
HH-LONDON-1414,E-1015,South East,69,6256,A-level,student
HH-NORTH-2390,E-1004,North East,35,43347,GCSE,employed
HH-YORKSHIRE-2972,E-1136,Scotland,81,54808,PhD,employed
HH-SOUTH-7880,E-1195,Wales,40,8653,A-level,student
HH-SOUTH-1052,E-1065,Wales,43,73342,GCSE,employed
HH-YORKSHIRE-4928,E-1059,South East,17,37964,A-level,retired
HH-SOUTH-2177,E-1136,South West,64,37774,PhD,retired
HH-SCOTLAND-6410,E-1039,London,58,60137,A-level,employed
HH-SOUTH-3173,E-1096,North West,54,51994,GCSE,employed
HH-NORTH-8275,E-1120,East Midlands,71,20192,Master,retired
HH-EAST-2858,E-1016,West Midlands,34,3748,A-level,unemployed
HH-SOUTH-3981,E-1112,Scotland,38,5294,No formal qualification,student
HH-SCOTLAND-2017,E-1083,Yorkshire,77,5377,Master,student
HH-SOUTH-6914,E-1079,North West,67,19097,Master,retired
HH-YORKSHIRE-4912,E-1091,North East,44,3376,Degree,student
HH-WALES-3279,E-1023,North East,35,3316,Degree,unemployed
HH-EAST-6231,E-1002,Wales,66,31980,No formal qualification,retired
HH-NORTH-5265,E-1172,London,70,6318,Degree,student
HH-NORTH-9440,E-1173,Wales,42,4179,Master,unemployed
HH-WALES-5311,E-1097,Yorkshire,28,66697,Master,employed
HH-WALES-1418,E-1157,West Midlands,64,3415,Degree,student
HH-SOUTH-1339,E-1125,South East,55,24119,A-level,retired
HH-NORTH-6150,E-1155,Yorkshire,83,8402,A-level,unemployed
HH-EAST-1837,E-1028,South East,57,38790,GCSE,retired
HH-NORTH-7242,E-1147,South East,78,20945,PhD,retired
HH-WALES-2428,E-1193,North West,75,1864,A-level,unemployed
HH-NORTH-6142,E-1131,Wales,78,1461,GCSE,unemployed
HH-EAST-5544,E-1187,South East,48,16160,Degree,retired
HH-SOUTH-4593,E-1137,North East,28,18050,PhD,retired
HH-SCOTLAND-7323,E-1010,London,47,4392,Degree,student
HH-WALES-1397,E-1171,South East,16,28440,Degree,retired
HH-WEST-6080,E-1194,North West,77,3954,Degree,student
HH-LONDON-8528,E-1067,North East,51,2305,Master,unemployed
HH-SOUTH-2043,E-1103,Scotland,59,3197,No formal qualification,unemployed
HH-WALES-3778,E-1164,Wales,76,7643,Master,student
HH-SOUTH-8784,E-1090,Wales,75,3367,PhD,student
HH-YORKSHIRE-6868,E-1194,Scotland,32,5237,PhD,student
HH-YORKSHIRE-9900,E-1026,South East,57,3383,Degree,student
HH-NORTH-3183,E-1128,East Midlands,48,29131,PhD,retired
HH-SOUTH-5842,E-1083,South West,31,44882,PhD,employed
HH-SOUTH-9212,E-1150,North East,34,2231,GCSE,student
HH-NORTH-4807,E-1052,South West,72,25889,GCSE,employed
HH-SOUTH-7799,E-1177,North West,71,3777,GCSE,student
HH-SCOTLAND-7631,E-1037,West Midlands,32,116095,PhD,employed
HH-SOUTH-8943,E-1072,South West,21,9605,No formal qualification,unemployed
HH-NORTH-7231,E-1056,North East,76,1506,PhD,student
HH-EAST-9215,E-1194,North East,39,92991,PhD,employed
HH-WEST-5339,E-1199,North West,74,39593,Master,employed
HH-EAST-5963,E-1198,Wales,81,6333,GCSE,student
HH-SCOTLAND-9093,E-1066,Scotland,59,3206,No formal qualification,unemployed
HH-SOUTH-6367,E-1098,London,37,81279,No formal qualification,employed
HH-NORTH-9920,E-1058,North East,72,62201,Master,employed
HH-LONDON-1193,E-1107,South West,80,92,A-level,unemployed
HH-YORKSHIRE-7212,E-1083,North East,24,1981,A-level,unemployed
HH-SOUTH-8835,E-1022,North West,44,3377,GCSE,unemployed
HH-SOUTH-1907,E-1021,Scotland,16,11999,PhD,retired
HH-EAST-8611,E-1156,North East,83,9591,Master,unemployed
HH-EAST-5031,E-1081,Yorkshire,75,35078,PhD,employed
HH-SOUTH-7842,E-1122,East Midlands,37,11827,No formal qualification,retired
HH-WALES-9695,E-1011,London,82,18119,PhD,retired
HH-WEST-1893,E-1085,Scotland,17,5412,A-level,unemployed
HH-WEST-2214,E-1165,Scotland,73,76353,No formal qualification,employed
HH-SCOTLAND-4756,E-1121,Yorkshire,59,37424,A-level,retired
HH-LONDON-4656,E-1116,London,23,37391,A-level,employed
HH-YORKSHIRE-8591,E-1051,West Midlands,59,77948,No formal qualification,employed
HH-LONDON-2909,E-1075,North West,36,8045,PhD,unemployed
HH-LONDON-2947,E-1029,East Midlands,61,34442,A-level,employed
HH-SOUTH-9872,E-1175,South East,79,6440,Degree,unemployed
HH-SOUTH-9981,E-1149,Wales,52,40808,No formal qualification,employed
HH-YORKSHIRE-3336,E-1196,West Midlands,49,31802,Master,retired
HH-SOUTH-4133,E-1169,Yorkshire,77,100492,Master,employed
HH-WALES-9981,E-1149,London,43,39892,Master,retired
HH-SOUTH-2715,E-1049,Wales,31,26909,A-level,retired
HH-YORKSHIRE-7017,E-1042,North West,68,26972,PhD,employed
HH-SOUTH-1161,E-1070,North East,34,4680,Master,unemployed
HH-SOUTH-9944,E-1058,Wales,65,113190,A-level,employed
HH-WALES-3793,E-1107,South West,21,1867,No formal qualification,student
HH-NORTH-3637,E-1085,Yorkshire,26,16381,PhD,retired
HH-EAST-8946,E-1162,North West,43,4039,No formal qualification,unemployed
HH-LONDON-5094,E-1054,West Midlands,39,29121,A-level,retired
HH-SCOTLAND-8375,E-1163,Scotland,36,6906,No formal qualification,student
HH-WALES-4422,E-1171,North East,79,19751,Degree,retired
HH-NORTH-1371,E-1019,North East,21,8991,GCSE,student
HH-NORTH-3557,E-1168,West Midlands,44,18805,A-level,retired
HH-SOUTH-8212,E-1072,Wales,54,47634,PhD,employed
HH-LONDON-8237,E-1136,South West,31,24650,Degree,retired
HH-NORTH-7723,E-1001,South West,61,92088,GCSE,employed
HH-LONDON-3098,E-1068,Scotland,29,2468,Degree,student
HH-NORTH-4048,E-1181,East Midlands,36,6529,A-level,student
HH-NORTH-9141,E-1157,Yorkshire,70,252,Master,unemployed
HH-WEST-2642,E-1176,South West,77,12469,Master,retired
HH-NORTH-6903,E-1014,Yorkshire,43,9808,Degree,unemployed
HH-YORKSHIRE-6873,E-1177,West Midlands,49,32491,Master,retired
HH-LONDON-5541,E-1103,North West,42,28204,No formal qualification,retired
HH-NORTH-8330,E-1194,North West,20,33090,A-level,retired
HH-WALES-9871,E-1189,East Midlands,41,2099,No formal qualification,unemployed
HH-SOUTH-6361,E-1150,East Midlands,76,5286,A-level,unemployed
HH-SOUTH-1735,E-1093,South West,49,79379,GCSE,employed
HH-NORTH-6610,E-1136,North West,79,58,GCSE,student
HH-NORTH-5143,E-1045,North East,59,70845,Degree,employed
HH-YORKSHIRE-2520,E-1114,London,62,2783,Master,unemployed
HH-SOUTH-7457,E-1025,Scotland,71,1303,PhD,student
HH-SCOTLAND-9583,E-1150,North West,66,6829,No formal qualification,unemployed
HH-EAST-8474,E-1003,Yorkshire,53,15898,GCSE,retired
HH-WEST-2678,E-1045,North East,84,4975,A-level,student
HH-NORTH-4282,E-1024,Yorkshire,68,49082,Degree,employed
HH-YORKSHIRE-4853,E-1177,Yorkshire,46,8019,No formal qualification,unemployed
HH-SOUTH-1518,E-1191,South East,20,36720,Degree,retired
HH-EAST-7005,E-1160,South West,59,636,PhD,student
HH-LONDON-3085,E-1198,North East,71,3980,GCSE,student
HH-NORTH-5489,E-1051,South West,83,2556,Degree,unemployed
HH-SOUTH-3703,E-1187,North West,37,36350,Master,retired
HH-SCOTLAND-2814,E-1083,Wales,40,1584,A-level,unemployed
HH-WALES-7115,E-1001,Wales,79,6383,GCSE,unemployed
HH-LONDON-3087,E-1002,North West,17,9402,GCSE,student
HH-NORTH-3240,E-1111,South West,75,4170,A-level,unemployed
HH-NORTH-7924,E-1029,West Midlands,23,35476,Degree,retired
HH-SCOTLAND-3522,E-1065,South West,73,28348,GCSE,retired
HH-NORTH-7934,E-1182,South West,66,7851,A-level,unemployed
HH-EAST-2985,E-1048,Wales,57,6763,Degree,student
HH-WEST-8969,E-1023,North West,24,92,Degree,unemployed
HH-SCOTLAND-4247,E-1059,South West,23,1699,PhD,student
HH-YORKSHIRE-9415,E-1085,South West,70,8530,GCSE,student
HH-NORTH-9588,E-1056,West Midlands,25,11353,No formal qualification,retired
HH-WALES-6999,E-1160,East Midlands,24,37306,Degree,retired
HH-LONDON-5691,E-1049,South West,50,91,Degree,student
HH-SOUTH-1241,E-1118,East Midlands,39,26154,GCSE,employed
HH-WEST-2508,E-1009,West Midlands,53,4100,Degree,unemployed
HH-SOUTH-6827,E-1158,East Midlands,56,10967,PhD,retired
HH-WEST-9543,E-1069,London,45,7797,Master,student
HH-NORTH-9086,E-1158,East Midlands,82,8676,Degree,student
HH-SOUTH-7368,E-1187,London,38,37649,PhD,retired
HH-YORKSHIRE-3458,E-1145,Yorkshire,67,114032,PhD,employed
HH-NORTH-3658,E-1140,East Midlands,55,6813,PhD,student
HH-SOUTH-6221,E-1094,South West,30,114,PhD,student
HH-LONDON-4907,E-1184,South West,67,7630,A-level,unemployed
HH-NORTH-9518,E-1035,South East,26,5133,PhD,student
HH-NORTH-6338,E-1006,North West,49,4528,PhD,student
HH-EAST-3272,E-1103,Wales,24,2152,No formal qualification,unemployed
HH-WALES-6349,E-1162,South West,46,1600,No formal qualification,student
HH-NORTH-3863,E-1010,West Midlands,51,85028,GCSE,employed
HH-SOUTH-7208,E-1109,West Midlands,18,7641,PhD,unemployed
HH-WEST-6574,E-1155,North West,56,46323,No formal qualification,employed
HH-SOUTH-4588,E-1039,North West,45,8509,Degree,student
HH-SOUTH-6317,E-1063,Wales,72,8006,PhD,student
HH-EAST-9129,E-1129,North East,36,9313,Master,student
HH-SOUTH-3433,E-1099,South West,74,2136,Degree,student
HH-WALES-5369,E-1050,Scotland,27,8342,No formal qualification,student
HH-LONDON-7078,E-1175,West Midlands,30,7055,A-level,student
HH-LONDON-1099,E-1016,London,41,3394,No formal qualification,unemployed
HH-NORTH-2916,E-1072,London,21,82371,A-level,employed
HH-NORTH-3319,E-1177,Wales,83,3900,GCSE,unemployed
HH-NORTH-4893,E-1176,North West,61,5800,GCSE,student
HH-WEST-4373,E-1156,East Midlands,63,34845,No formal qualification,employed
HH-SOUTH-5928,E-1120,North East,74,2464,No formal qualification,student
HH-WEST-3096,E-1060,Wales,26,2569,Master,unemployed
HH-SOUTH-2242,E-1103,North East,69,29686,PhD,retired
HH-NORTH-9603,E-1052,Wales,54,798,Degree,student
HH-YORKSHIRE-9092,E-1186,West Midlands,36,8342,A-level,unemployed
HH-SOUTH-6168,E-1032,London,38,4742,A-level,student
HH-SOUTH-4756,E-1018,West Midlands,27,4090,GCSE,student
HH-NORTH-1791,E-1143,North West,35,130,GCSE,student
HH-NORTH-5438,E-1001,East Midlands,80,6334,Degree,unemployed
HH-SOUTH-2057,E-1197,Yorkshire,35,9919,A-level,unemployed
HH-SCOTLAND-3445,E-1094,Scotland,19,7330,No formal qualification,unemployed
HH-SOUTH-5816,E-1158,West Midlands,30,795,A-level,unemployed
HH-SOUTH-9808,E-1123,South East,56,23992,Master,employed
HH-NORTH-7070,E-1061,West Midlands,39,28021,Degree,retired
HH-EAST-7087,E-1127,Yorkshire,16,6477,No formal qualification,unemployed
HH-YORKSHIRE-5386,E-1048,Yorkshire,23,4564,A-level,unemployed
HH-YORKSHIRE-8660,E-1183,Yorkshire,26,5309,PhD,student
HH-WEST-4244,E-1184,South East,34,1206,PhD,student
HH-YORKSHIRE-7818,E-1048,Yorkshire,51,3317,No formal qualification,student
HH-YORKSHIRE-9033,E-1157,Scotland,36,8223,PhD,unemployed
HH-NORTH-4968,E-1170,North West,45,14418,A-level,retired
HH-LONDON-5121,E-1089,South West,21,9245,Degree,unemployed
HH-SOUTH-6688,E-1177,West Midlands,19,116635,Master,employed
HH-SOUTH-9027,E-1057,South West,58,68093,GCSE,employed
HH-WALES-5109,E-1066,West Midlands,37,119009,A-level,employed
HH-SCOTLAND-4767,E-1058,South West,59,71483,GCSE,employed
HH-EAST-2455,E-1018,South West,19,6006,Degree,unemployed
HH-WALES-3684,E-1031,Scotland,68,88449,PhD,employed
HH-YORKSHIRE-9166,E-1011,East Midlands,34,8117,GCSE,unemployed
HH-NORTH-5083,E-1113,North West,77,7540,Degree,student
HH-NORTH-3065,E-1167,Wales,48,40093,Master,employed
HH-LONDON-5485,E-1123,South West,43,24113,PhD,retired
HH-SCOTLAND-3436,E-1063,South East,72,3986,GCSE,student
HH-NORTH-1472,E-1197,London,43,74103,Degree,employed
HH-YORKSHIRE-6577,E-1044,South East,75,36080,A-level,retired
HH-SOUTH-3632,E-1067,Scotland,69,9134,Master,unemployed
HH-NORTH-1538,E-1192,Wales,21,7618,A-level,student
HH-LONDON-6422,E-1193,West Midlands,56,117808,PhD,employed
HH-SOUTH-5190,E-1116,Scotland,28,33210,A-level,retired
HH-LONDON-9623,E-1060,North West,55,32466,A-level,retired
HH-WEST-9782,E-1005,East Midlands,23,33235,A-level,retired
HH-NORTH-8227,E-1116,London,42,8190,Degree,unemployed
HH-SCOTLAND-7123,E-1022,Wales,31,3925,No formal qualification,student
HH-SOUTH-7147,E-1108,London,20,1623,Master,student
HH-NORTH-5877,E-1139,West Midlands,28,20746,PhD,retired
HH-SOUTH-6118,E-1159,South West,49,1756,No formal qualification,student
HH-WALES-4506,E-1109,West Midlands,82,35469,Master,retired
HH-NORTH-9955,E-1092,North East,53,21453,A-level,retired
HH-WEST-6150,E-1143,Yorkshire,82,28181,Master,retired
HH-SOUTH-7955,E-1151,London,81,47679,Degree,employed
HH-WALES-7262,E-1126,East Midlands,84,2149,A-level,student
HH-LONDON-4355,E-1155,East Midlands,41,4916,A-level,unemployed
HH-NORTH-3531,E-1143,Scotland,48,3409,PhD,unemployed
HH-YORKSHIRE-2311,E-1153,London,51,34066,A-level,retired
HH-YORKSHIRE-2673,E-1035,London,25,7015,GCSE,unemployed
HH-LONDON-6952,E-1120,South West,49,22347,Degree,retired
HH-SCOTLAND-6586,E-1081,Scotland,33,10856,GCSE,retired
HH-LONDON-1793,E-1037,South West,23,2887,Master,student
HH-WEST-6325,E-1029,Wales,70,2654,No formal qualification,unemployed
HH-EAST-3059,E-1097,Wales,82,1915,Master,student
HH-SOUTH-2309,E-1051,North West,48,8089,Master,unemployed
HH-EAST-1324,E-1199,North West,85,35631,PhD,retired
HH-WALES-7369,E-1034,North West,60,29378,GCSE,employed
HH-SOUTH-4563,E-1183,North East,27,465,Master,student
HH-WALES-9488,E-1159,Scotland,53,7893,PhD,unemployed
HH-WEST-5000,E-1010,North East,83,8190,PhD,student
HH-SOUTH-6894,E-1014,Yorkshire,28,92933,Degree,employed
HH-WEST-7641,E-1159,West Midlands,61,17479,GCSE,retired
HH-WALES-6443,E-1194,Wales,37,1486,GCSE,student
HH-WEST-3301,E-1035,Yorkshire,48,73644,Master,employed
HH-LONDON-3732,E-1010,Yorkshire,52,24927,No formal qualification,employed
HH-WALES-9528,E-1036,North East,36,7082,Degree,unemployed
HH-SCOTLAND-8806,E-1137,North West,49,88168,GCSE,employed
HH-EAST-8753,E-1018,East Midlands,46,789,PhD,student
HH-LONDON-1948,E-1050,London,85,4561,PhD,student
HH-NORTH-6281,E-1042,Yorkshire,65,9846,PhD,unemployed
HH-SCOTLAND-3860,E-1114,North East,53,3153,GCSE,unemployed
HH-YORKSHIRE-1328,E-1128,North West,81,92683,PhD,employed
HH-YORKSHIRE-6564,E-1048,South West,24,24952,No formal qualification,employed
HH-LONDON-7545,E-1169,North East,46,15948,A-level,retired
HH-EAST-5172,E-1063,Scotland,16,4119,A-level,unemployed
HH-SCOTLAND-4360,E-1191,Wales,75,7020,GCSE,unemployed
HH-SOUTH-9384,E-1044,West Midlands,68,89621,Degree,employed
HH-WEST-9827,E-1136,North West,81,106428,Degree,employed
HH-NORTH-2333,E-1006,London,28,8475,Degree,unemployed
HH-SOUTH-1189,E-1064,Scotland,35,93664,PhD,employed
HH-SOUTH-5456,E-1093,Wales,82,7101,No formal qualification,unemployed
HH-SOUTH-6597,E-1054,West Midlands,59,103657,No formal qualification,employed
HH-EAST-4594,E-1011,East Midlands,25,88,Degree,unemployed
HH-SCOTLAND-7119,E-1001,West Midlands,16,9847,Degree,student
HH-EAST-4964,E-1039,Wales,80,8637,No formal qualification,student
HH-YORKSHIRE-4196,E-1114,South West,43,9485,A-level,student
HH-WALES-9242,E-1096,London,36,9241,A-level,unemployed
HH-YORKSHIRE-3518,E-1140,Yorkshire,46,53519,GCSE,employed
HH-LONDON-2390,E-1117,Wales,75,7772,Master,unemployed
HH-EAST-8166,E-1148,Yorkshire,18,35356,Master,retired
HH-EAST-4383,E-1177,South East,78,730,Master,student
HH-YORKSHIRE-9863,E-1128,Wales,47,312,No formal qualification,unemployed
HH-SCOTLAND-9771,E-1021,Scotland,74,36795,Master,retired
HH-YORKSHIRE-1185,E-1088,West Midlands,85,7319,PhD,unemployed
HH-WALES-7514,E-1135,Wales,20,8934,No formal qualification,student
HH-WALES-3482,E-1105,West Midlands,48,3991,GCSE,unemployed
HH-NORTH-9675,E-1046,South West,21,10809,PhD,retired
HH-WALES-6482,E-1136,Yorkshire,63,8812,PhD,unemployed
HH-LONDON-8092,E-1019,Scotland,60,25024,A-level,retired
HH-WEST-6367,E-1053,Yorkshire,58,21058,A-level,retired
HH-LONDON-7799,E-1000,South East,33,5715,No formal qualification,unemployed
HH-EAST-9607,E-1036,South West,48,17117,PhD,retired
HH-NORTH-6306,E-1118,North West,85,23216,No formal qualification,retired
HH-SOUTH-8461,E-1161,Yorkshire,53,5207,GCSE,unemployed
HH-NORTH-7672,E-1189,South West,65,1090,Master,unemployed
HH-NORTH-7971,E-1011,West Midlands,63,3539,No formal qualification,unemployed
HH-WEST-3308,E-1014,West Midlands,72,1946,PhD,unemployed
HH-SCOTLAND-9598,E-1036,Scotland,16,1631,GCSE,employed
HH-WEST-6987,E-1162,South West,47,5357,Degree,student
HH-SCOTLAND-5694,E-1164,North East,42,2325,No formal qualification,unemployed
HH-SCOTLAND-5765,E-1123,West Midlands,64,89969,PhD,employed
HH-NORTH-9006,E-1127,East Midlands,46,9818,A-level,student
HH-NORTH-9159,E-1140,London,17,3733,Degree,student
HH-WALES-5924,E-1138,Yorkshire,26,75,Master,student
HH-EAST-2132,E-1103,South West,40,37338,Master,retired
HH-LONDON-3608,E-1177,Scotland,69,22509,Degree,retired
HH-NORTH-3354,E-1073,South West,20,6996,Master,student
HH-WALES-5266,E-1088,North West,42,7508,Master,student
HH-LONDON-9367,E-1167,South East,58,31199,GCSE,retired
HH-NORTH-9638,E-1012,East Midlands,56,7271,A-level,student
HH-SOUTH-1723,E-1157,South West,26,34126,Degree,retired
HH-NORTH-3756,E-1095,Scotland,43,15972,GCSE,retired
HH-NORTH-8837,E-1187,Scotland,54,6141,PhD,student
HH-LONDON-1637,E-1054,Wales,36,5505,GCSE,unemployed
HH-EAST-5077,E-1006,South West,70,2826,PhD,student
HH-EAST-3162,E-1128,Yorkshire,75,56202,A-level,employed
HH-YORKSHIRE-3404,E-1178,East Midlands,62,4119,GCSE,unemployed
HH-WEST-3367,E-1190,Scotland,34,113,GCSE,unemployed
HH-WALES-8438,E-1197,Yorkshire,54,18885,A-level,retired
HH-EAST-1137,E-1147,West Midlands,53,9975,A-level,student
HH-NORTH-9193,E-1016,North West,61,5530,Master,unemployed
HH-WEST-8831,E-1119,North East,73,1930,Degree,student
HH-YORKSHIRE-2263,E-1164,North East,19,9942,GCSE,student
HH-WALES-6142,E-1183,Yorkshire,30,14805,No formal qualification,retired
HH-YORKSHIRE-5077,E-1087,Wales,85,89701,PhD,employed
HH-EAST-1307,E-1024,Yorkshire,85,94924,Master,employed
HH-YORKSHIRE-5161,E-1039,South West,40,26274,Master,retired
HH-SCOTLAND-4004,E-1038,London,71,2548,Master,unemployed
HH-SOUTH-3294,E-1140,East Midlands,32,75458,Degree,employed
HH-SCOTLAND-9978,E-1137,South East,38,16675,No formal qualification,retired
HH-NORTH-5290,E-1162,West Midlands,23,806,PhD,unemployed
HH-YORKSHIRE-2799,E-1122,Yorkshire,36,13757,No formal qualification,retired
HH-SCOTLAND-5927,E-1183,East Midlands,77,7769,Master,student
HH-WEST-7579,E-1080,East Midlands,58,95344,Degree,employed
HH-WALES-6459,E-1014,North East,51,35667,Degree,employed
HH-YORKSHIRE-9720,E-1016,North East,29,8233,GCSE,student
HH-EAST-9139,E-1181,North East,43,3554,Master,student
HH-WEST-2727,E-1152,North West,54,9381,A-level,unemployed
HH-WALES-2149,E-1143,London,66,9322,No formal qualification,student
HH-NORTH-6298,E-1029,London,61,453,PhD,unemployed
HH-LONDON-4888,E-1170,Yorkshire,80,21540,PhD,retired
HH-SOUTH-7617,E-1130,North West,25,8584,No formal qualification,student
HH-NORTH-2236,E-1010,Yorkshire,49,4185,PhD,student
HH-NORTH-1691,E-1017,Wales,26,2002,A-level,unemployed
HH-SOUTH-3636,E-1154,Wales,79,2235,No formal qualification,student
HH-SOUTH-4355,E-1180,Yorkshire,17,3953,No formal qualification,student
HH-SOUTH-9176,E-1034,East Midlands,34,7320,A-level,student
HH-WALES-4112,E-1070,London,42,6426,A-level,student
HH-NORTH-9534,E-1016,South East,27,2020,No formal qualification,unemployed
HH-EAST-7922,E-1144,Scotland,74,113804,Master,employed
HH-SOUTH-2097,E-1096,East Midlands,39,75747,Master,employed
HH-WALES-7061,E-1108,Wales,46,15262,No formal qualification,retired
HH-SCOTLAND-2836,E-1167,Yorkshire,33,6150,Master,unemployed
HH-NORTH-1939,E-1016,London,37,1981,GCSE,unemployed
HH-YORKSHIRE-4064,E-1031,North East,47,35331,A-level,employed
HH-NORTH-7038,E-1005,South East,34,8121,No formal qualification,unemployed
HH-SOUTH-3723,E-1163,South West,83,1939,GCSE,unemployed
HH-EAST-1685,E-1053,Yorkshire,18,39734,Master,retired
HH-SOUTH-9731,E-1058,South East,40,9613,PhD,unemployed
HH-SCOTLAND-7549,E-1177,Wales,44,9762,PhD,unemployed
HH-LONDON-2935,E-1165,Wales,83,8811,PhD,student
HH-WALES-8957,E-1081,Scotland,40,8953,Degree,student
HH-SOUTH-6668,E-1015,North East,29,56416,A-level,employed
HH-SOUTH-4965,E-1040,Wales,62,50728,GCSE,employed
HH-WALES-5562,E-1130,Scotland,82,93879,Master,employed
HH-SOUTH-9131,E-1184,North West,25,3816,Master,student
HH-NORTH-1526,E-1200,North East,25,7334,PhD,unemployed
HH-SOUTH-1239,E-1141,London,35,7501,PhD,student
HH-WALES-6443,E-1033,South East,62,6757,PhD,unemployed
HH-NORTH-5834,E-1186,Scotland,35,12066,No formal qualification,retired
HH-LONDON-6086,E-1022,East Midlands,44,1090,Master,unemployed
HH-YORKSHIRE-7822,E-1142,Yorkshire,68,67,GCSE,unemployed
HH-LONDON-2667,E-1193,East Midlands,62,39237,Master,retired
HH-SOUTH-8922,E-1161,North West,43,6027,Master,student
HH-LONDON-5136,E-1072,Wales,81,33765,GCSE,retired
HH-LONDON-5609,E-1178,North West,69,4376,GCSE,student
HH-YORKSHIRE-1803,E-1015,London,85,9284,No formal qualification,unemployed
HH-WEST-4069,E-1169,Yorkshire,32,7928,PhD,student
HH-YORKSHIRE-4590,E-1144,North West,51,12240,Degree,retired
HH-EAST-5233,E-1025,Yorkshire,49,7789,A-level,unemployed
